produto_id,nome_produto,categoria,data_venda,quantidade,preco_unitario,total_venda,Venda
P005,Tablet,Acessórios,2023-10-27,1,100,100.0,2023-08228
P005,Tablet,Acessórios,2023-10-27,1,100,100.0,
P002,Tablet,Eletrônicos,2023-10-27,2,3500,7000.0,
P005,Tablet,Acessórios,2023-10-27,3,100,300.0,
P004,Tablet,Acessórios,2023-10-27,5,50,250.0,
P004,Tablet,Acessórios,2023-10-27,2,50,100.0,2023-08233
P004,Tablet,Acessórios,2023-10-28,5,50,250.0,2023-08234
P001,Tablet,Eletrônicos,2023-10-28,4,2000,8000.0,
P005,Tablet,Acessórios,,5,100,500.0,
P002,Tablet,Eletrônicos,2023-10-28,4,3500,14000.0,2023-08237
P001,Tablet,Eletrônicos,,5,2000,,
P001,Tablet,Eletrônicos,2023-10-28,4,2000,8000.0,
P003,Tablet,Eletrônicos,2023-10-28,1,1500,1500.0,
P002,Tablet,Eletrônicos,,2,3500,7000.0,
P002,Tablet,Eletrônicos,2023-10-28,2,3500,7000.0,
P002,Tablet,Eletrônicos,2023-10-28,5,3500,17500.0,
P002,Tablet,Eletrônicos,2023-10-28,3,3500,10500.0,
P005,Tablet,Acessórios,2023-10-28,1,100,100.0,
P003,Tablet,Eletrônicos,2023-10-28,5,1500,7500.0,
P003,Tablet,Eletrônicos,2023-10-28,5,1500,7500.0,
P003,Tablet,Eletrônicos,2023-10-28,3,1500,4500.0,
P005,Tablet,Acessórios,,3,100,300.0,2023-08249
P004,Tablet,Acessórios,2023-10-28,2,50,100.0,
P001,Tablet,Eletrônicos,2023-10-28,3,2000,6000.0,2023-08251
P005,Tablet,Acessórios,2023-10-28,1,100,100.0,2023-08252
P002,Tablet,Eletrônicos,2023-10-28,1,3500,3500.0,
P004,Tablet,Acessórios,2023-10-29,5,50,250.0,
P001,Tablet,Eletrônicos,,2,2000,4000.0,
P003,Tablet,Eletrônicos,,1,1500,1500.0,
P001,Tablet,Eletrônicos,2023-10-29,3,2000,6000.0,2023-08257
P005,Tablet,Acessórios,2023-10-29,1,100,100.0,
P002,Tablet,Eletrônicos,2023-10-29,1,3500,3500.0,2023-08259
P001,Tablet,Eletrônicos,2023-10-29,4,2000,,
P005,Tablet,Acessórios,2023-10-29,3,100,300.0,2023-08261
P002,Tablet,Eletrônicos,,2,3500,,
P003,Tablet,Eletrônicos,2023-10-29,1,1500,1500.0,
P003,Tablet,Eletrônicos,2023-10-29,3,1500,,
P003,Tablet,Eletrônicos,2023-10-29,5,1500,,2023-08265
P001,Tablet,Eletrônicos,2023-10-29,5,2000,10000.0,
P004,Tablet,Acessórios,2023-10-29,2,50,100.0,
P001,Tablet,Eletrônicos,2023-10-29,5,2000,10000.0,
P004,Tablet,Acessórios,2023-10-29,1,50,50.0,
P001,Tablet,Eletrônicos,2023-10-29,3,2000,,
P003,Tablet,Eletrônicos,2023-10-29,1,1500,1500.0,2023-08271
P004,Tablet,Acessórios,2023-10-29,4,50,200.0,2023-08272
P002,Tablet,Eletrônicos,2023-10-29,1,3500,,
P001,Tablet,Eletrônicos,2023-10-29,3,2000,6000.0,
P003,Tablet,Eletrônicos,2023-10-29,5,1500,7500.0,
P003,Tablet,Eletrônicos,2023-10-30,5,1500,7500.0,
P005,Tablet,Acessórios,2023-10-30,5,100,500.0,
P004,Tablet,Acessórios,2023-10-30,1,50,50.0,2023-08278
P004,Tablet,Acessórios,2023-10-30,4,50,200.0,2023-08279
P005,Tablet,Acessórios,2023-10-30,2,100,200.0,
P005,Tablet,Acessórios,2023-10-30,5,100,500.0,
P005,Tablet,Acessórios,2023-10-30,5,100,,
P004,Tablet,Acessórios,2023-10-30,5,50,250.0,
P005,Tablet,Acessórios,2023-10-30,2,100,200.0,
P002,Tablet,Eletrônicos,2023-10-30,2,3500,7000.0,
P002,Tablet,Eletrônicos,2023-10-30,2,3500,7000.0,
P005,Tablet,Acessórios,,5,100,500.0,
P005,Tablet,Acessórios,2023-10-30,5,100,,
P005,Tablet,Acessórios,2023-10-30,4,100,400.0,
P002,Tablet,Eletrônicos,,2,3500,,
P003,Tablet,Eletrônicos,2023-10-30,3,1500,4500.0,
P001,Tablet,Eletrônicos,2023-10-30,2,2000,4000.0,
P001,Tablet,Eletrônicos,2023-10-30,3,2000,,
P001,Tablet,Eletrônicos,2023-10-30,2,2000,4000.0,
P002,Tablet,Eletrônicos,2023-10-30,2,3500,,
P004,Tablet,Acessórios,,3,50,150.0,
P001,Tablet,Eletrônicos,,3,2000,6000.0,
P001,Tablet,Eletrônicos,2023-10-30,4,2000,8000.0,
P003,Tablet,Eletrônicos,2023-10-30,5,1500,7500.0,
P005,Tablet,Acessórios,2023-10-30,4,100,400.0,
P005,Tablet,Acessórios,2023-10-30,3,100,300.0,
P003,Tablet,Eletrônicos,2023-10-30,2,1500,3000.0,
P002,Tablet,Eletrônicos,2023-10-30,1,3500,3500.0,
P001,Tablet,Eletrônicos,2023-10-30,2,2000,4000.0,
P005,Tablet,Acessórios,2023-10-30,1,100,100.0,
P004,Tablet,Acessórios,2023-10-30,3,50,150.0,
P005,Tablet,Acessórios,2023-10-31,5,100,500.0,
P005,Tablet,Acessórios,2023-10-31,2,100,200.0,2023-08308
P003,Tablet,Eletrônicos,2023-10-31,2,1500,3000.0,
P005,Tablet,Acessórios,2023-10-31,-5,100,500.0,
P003,Tablet,Eletrônicos,2023-10-31,2,1500,3000.0,
P001,Tablet,Eletrônicos,2023-10-31,1,2000,2000.0,2023-08312
P001,Tablet,Eletrônicos,2023-10-31,4,2000,8000.0,2023-08313
P004,Tablet,Acessórios,2023-10-31,3,50,150.0,
P004,Tablet,Acessórios,2023-10-31,3,50,150.0,
P005,Tablet,Acessórios,2023-10-31,1,100,100.0,2023-08316
P002,Tablet,Eletrônicos,2023-10-31,2,3500,7000.0,
P004,Tablet,Acessórios,2023-10-31,5,50,250.0,2023-08318
P003,Tablet,Eletrônicos,2023-10-31,2,1500,3000.0,
P005,Tablet,Acessórios,2023-10-31,3,100,300.0,
P004,Tablet,Acessórios,2023-10-31,1,50,50.0,
P003,Tablet,Eletrônicos,2023-10-31,2,1500,3000.0,
P004,Tablet,Acessórios,2023-10-31,5,50,250.0,
P001,Tablet,Eletrônicos,2023-10-31,2,2000,4000.0,
P001,Tablet,Eletrônicos,2023-10-31,3,2000,6000.0,2023-08325
P001,Tablet,Eletrônicos,2023-10-31,4,2000,8000.0,
P005,Tablet,Acessórios,2023-10-31,-2,100,200.0,
P005,Tablet,Acessórios,2023-10-31,4,100,400.0,
P004,Tablet,Acessórios,2023-10-31,3,50,,2023-08329
P002,Tablet,Eletrônicos,2023-10-31,4,3500,14000.0,2023-08330
P001,Tablet,Eletrônicos,2023-10-31,2,2000,4000.0,2023-08331
P004,Tablet,Acessórios,2023-10-31,2,50,100.0,
P002,Tablet,Eletrônicos,2023-10-31,5,3500,17500.0,
P004,Tablet,Acessórios,2023-10-31,5,50,250.0,2023-08334
P001,Tablet,Eletrônicos,2023-10-31,3,2000,,
P001,Tablet,Eletrônicos,2023-10-31,2,2000,4000.0,2023-08336
P005,Tablet,Acessórios,2023-10-31,3,100,300.0,
P004,Tablet,Acessórios,2023-10-31,2,50,100.0,
P002,Tablet,Eletrônicos,2023-10-31,3,3500,10500.0,
P002,Tablet,Eletrônicos,2023-10-31,1,3500,3500.0,
P003,Tablet,Eletrônicos,2023-11-01,2,1500,3000.0,
P005,Tablet,Acessórios,2023-11-01,4,100,400.0,
P003,Tablet,Eletrônicos,2023-11-01,5,1500,7500.0,
P004,Tablet,Acessórios,2023-11-01,4,50,200.0,2023-08344
P003,Tablet,Eletrônicos,2023-11-01,5,1500,7500.0,
P001,Tablet,Eletrônicos,2023-11-01,2,2000,4000.0,
P004,Tablet,Acessórios,2023-11-01,1,50,50.0,2023-08347
P001,Tablet,Eletrônicos,2023-11-01,5,2000,10000.0,
P004,Tablet,Acessórios,2023-11-01,4,50,200.0,2023-08349
P005,Tablet,Acessórios,2023-11-01,4,100,400.0,
P004,Tablet,Acessórios,,2,50,100.0,2023-08351
P004,Tablet,Acessórios,2023-11-01,4,50,200.0,
P005,Tablet,Acessórios,2023-11-01,1,100,100.0,
P002,Tablet,Eletrônicos,2023-11-01,4,3500,14000.0,
P002,Tablet,Eletrônicos,2023-11-01,5,3500,17500.0,
P004,Tablet,Acessórios,2023-11-01,5,50,250.0,
P001,Tablet,Eletrônicos,2023-11-01,1,2000,2000.0,
P002,Tablet,Eletrônicos,2023-11-01,3,3500,10500.0,2023-08358
P005,Tablet,Acessórios,,1,100,100.0,
P003,Tablet,Eletrônicos,2023-11-01,4,1500,6000.0,
P003,Tablet,Eletrônicos,2023-11-01,1,1500,1500.0,
P004,Tablet,Acessórios,2023-11-01,5,50,250.0,2023-08362
P005,Tablet,Acessórios,2023-11-01,3,100,300.0,
P001,Tablet,Eletrônicos,2023-11-01,5,2000,10000.0,
P002,Tablet,Eletrônicos,2023-11-01,1,3500,3500.0,2023-08365
P004,Tablet,Acessórios,2023-11-01,4,50,200.0,
P001,Tablet,Eletrônicos,2023-11-01,4,2000,8000.0,
P004,Tablet,Acessórios,2023-11-01,4,50,200.0,
P003,Tablet,Eletrônicos,2023-11-01,3,1500,4500.0,2023-08369
P003,Tablet,Eletrônicos,2023-11-01,3,1500,4500.0,
P005,Tablet,Acessórios,2023-11-01,1,100,,
P005,Tablet,Acessórios,2023-11-02,2,100,200.0,
P002,Tablet,Eletrônicos,2023-11-02,2,3500,7000.0,2023-08373
P001,Tablet,Eletrônicos,2023-11-02,3,2000,6000.0,2023-08374
P004,Tablet,Acessórios,2023-11-02,3,50,,
P002,Tablet,Eletrônicos,2023-11-02,4,3500,14000.0,
P004,Tablet,Acessórios,2023-11-02,3,50,150.0,
P004,Tablet,Acessórios,2023-11-02,2,50,100.0,
P004,Tablet,Acessórios,2023-11-02,2,50,100.0,2023-08379
P002,Tablet,Eletrônicos,2023-11-02,4,3500,14000.0,
P005,Tablet,Acessórios,2023-11-02,5,100,500.0,2023-08381
P005,Tablet,Acessórios,2023-11-02,3,100,300.0,2023-08382
P005,Tablet,Acessórios,2023-11-02,4,100,400.0,
P003,Tablet,Eletrônicos,2023-11-02,2,1500,3000.0,
P001,Tablet,Eletrônicos,2023-11-02,2,2000,4000.0,2023-08385
P001,Tablet,Eletrônicos,2023-11-02,2,2000,,2023-08386
P005,Tablet,Acessórios,2023-11-02,5,100,500.0,2023-08387
P002,Tablet,Eletrônicos,2023-11-02,2,3500,7000.0,
P004,Tablet,Acessórios,2023-11-02,2,50,100.0,2023-08389
P003,Tablet,Eletrônicos,2023-11-02,2,1500,3000.0,2023-08390
P001,Tablet,Eletrônicos,2023-11-02,5,2000,10000.0,
P002,Tablet,Eletrônicos,2023-11-02,2,3500,7000.0,
P001,Tablet,Eletrônicos,,1,2000,2000.0,2023-08393
P001,Tablet,Eletrônicos,2023-11-02,2,2000,4000.0,
P004,Tablet,Acessórios,2023-11-02,3,50,150.0,
P005,Tablet,Acessórios,2023-11-02,3,100,300.0,
P003,Tablet,Eletrônicos,2023-11-02,4,1500,6000.0,
P002,Tablet,Eletrônicos,2023-11-02,1,3500,3500.0,
P003,Tablet,Eletrônicos,2023-11-02,3,1500,4500.0,
P004,Tablet,Acessórios,2023-11-02,4,50,200.0,2023-08400
P004,Tablet,Acessórios,2023-11-02,3,50,150.0,2023-08401
P002,Tablet,Eletrônicos,2023-11-02,1,3500,3500.0,2023-08402
P002,Tablet,Eletrônicos,2023-11-03,5,3500,17500.0,2023-08403
P001,Tablet,Eletrônicos,2023-11-03,3,2000,6000.0,
P004,Tablet,Acessórios,2023-11-03,1,50,50.0,
P003,Tablet,Eletrônicos,2023-11-03,3,1500,4500.0,2023-08406
P001,Tablet,Eletrônicos,2023-11-03,1,2000,,2023-08407
P005,Tablet,Acessórios,2023-11-03,1,100,100.0,
P002,Tablet,Eletrônicos,2023-11-03,3,3500,10500.0,
P004,Tablet,Acessórios,2023-11-03,2,50,100.0,
P003,Tablet,Eletrônicos,,5,1500,7500.0,
P004,Tablet,Acessórios,2023-11-03,1,50,50.0,
P004,Tablet,Acessórios,2023-11-03,4,50,200.0,
P003,Tablet,Eletrônicos,2023-11-03,4,1500,6000.0,
P001,Tablet,Eletrônicos,2023-11-03,5,2000,10000.0,
P004,Tablet,Acessórios,2023-11-03,5,50,250.0,
P004,Tablet,Acessórios,2023-11-03,5,50,250.0,
P001,Tablet,Eletrônicos,2023-11-03,3,2000,6000.0,
P004,Tablet,Acessórios,2023-11-03,1,50,50.0,
P003,Tablet,Eletrônicos,2023-11-03,3,1500,4500.0,
P002,Tablet,Eletrônicos,2023-11-03,1,3500,3500.0,
P001,Tablet,Eletrônicos,2023-11-03,2,2000,4000.0,
P003,Tablet,Eletrônicos,2023-11-03,3,1500,4500.0,
P005,Tablet,Acessórios,,3,100,300.0,
P003,Tablet,Eletrônicos,2023-11-03,5,1500,7500.0,2023-08425
P004,Tablet,Acessórios,2023-11-03,4,50,200.0,
P001,Tablet,Eletrônicos,2023-11-03,1,2000,2000.0,2023-08427
P004,Tablet,Acessórios,2023-11-03,1,50,50.0,
P005,Tablet,Acessórios,2023-11-04,1,100,100.0,2023-08429
P002,Tablet,Eletrônicos,2023-11-04,4,3500,14000.0,2023-08430
P001,Tablet,Eletrônicos,2023-11-04,3,2000,6000.0,
P004,Tablet,Acessórios,,-2,50,100.0,
P004,Tablet,Acessórios,2023-11-04,2,50,100.0,
P002,Tablet,Eletrônicos,2023-11-04,4,3500,14000.0,2023-08434
P002,Tablet,Eletrônicos,2023-11-04,2,3500,7000.0,
P001,Tablet,Eletrônicos,2023-11-04,3,2000,6000.0,
P005,Tablet,Acessórios,2023-11-04,5,100,500.0,
P003,Tablet,Eletrônicos,2023-11-04,4,1500,6000.0,2023-08438
P002,Tablet,Eletrônicos,2023-11-04,1,3500,,2023-08439
P004,Tablet,Acessórios,2023-11-04,3,50,150.0,
P005,Tablet,Acessórios,2023-11-04,3,100,300.0,
P001,Tablet,Eletrônicos,2023-11-04,5,2000,10000.0,2023-08442
P003,Tablet,Eletrônicos,2023-11-04,1,1500,1500.0,
P003,Tablet,Eletrônicos,2023-11-04,5,1500,7500.0,2023-08444
P003,Tablet,Eletrônicos,,5,1500,7500.0,2023-08445
P002,Tablet,Eletrônicos,2023-11-04,2,3500,7000.0,
P002,Tablet,Eletrônicos,2023-11-04,3,3500,10500.0,2023-08447
P002,Tablet,Eletrônicos,2023-11-04,2,3500,7000.0,2023-08448
P002,Tablet,Eletrônicos,2023-11-04,1,3500,3500.0,2023-08449
P001,Tablet,Eletrônicos,2023-11-04,1,2000,2000.0,2023-08450
P004,Tablet,Acessórios,2023-11-04,2,50,100.0,
P002,Tablet,Eletrônicos,2023-11-04,5,3500,17500.0,2023-08452
P002,Tablet,Eletrônicos,2023-11-04,4,3500,14000.0,
P002,Tablet,Eletrônicos,2023-11-04,4,3500,14000.0,
P004,Tablet,Acessórios,2023-11-04,2,50,100.0,
P001,Tablet,Eletrônicos,2023-11-04,1,2000,2000.0,2023-08456
P001,Tablet,Eletrônicos,2023-11-04,-3,2000,6000.0,
P004,Tablet,Acessórios,2023-11-05,3,50,150.0,
P003,Tablet,Eletrônicos,2023-11-05,5,1500,,
P002,Tablet,Eletrônicos,2023-11-05,4,3500,14000.0,
P002,Tablet,Eletrônicos,2023-11-05,4,3500,14000.0,
P001,Tablet,Eletrônicos,2023-11-05,2,2000,4000.0,
P005,Tablet,Acessórios,2023-11-05,5,100,500.0,
P001,Tablet,Eletrônicos,2023-11-05,3,2000,6000.0,2023-08464
P004,Tablet,Acessórios,,1,50,50.0,
P004,Tablet,Acessórios,2023-11-05,5,50,250.0,
P001,Tablet,Eletrônicos,,5,2000,10000.0,
P002,Tablet,Eletrônicos,2023-11-05,4,3500,14000.0,
P001,Tablet,Eletrônicos,2023-11-05,5,2000,10000.0,
P003,Tablet,Eletrônicos,2023-11-05,5,1500,7500.0,2023-08470
P005,Tablet,Acessórios,2023-11-05,4,100,400.0,
P001,Tablet,Eletrônicos,2023-11-05,4,2000,8000.0,
P005,Tablet,Acessórios,2023-11-05,4,100,400.0,
P001,Tablet,Eletrônicos,2023-11-05,2,2000,4000.0,
P002,Tablet,Eletrônicos,2023-11-05,4,3500,14000.0,2023-08475
P005,Tablet,Acessórios,2023-11-05,5,100,500.0,
P005,Tablet,Acessórios,2023-11-05,4,100,400.0,2023-08477
P001,Tablet,Eletrônicos,2023-11-05,4,2000,8000.0,2023-08478
P004,Tablet,Acessórios,2023-11-05,5,50,250.0,
P005,Tablet,Acessórios,2023-11-05,1,100,100.0,
P002,Tablet,Eletrônicos,2023-11-05,1,3500,3500.0,
P003,Tablet,Eletrônicos,2023-11-05,1,1500,1500.0,
P004,Tablet,Acessórios,2023-11-05,2,50,100.0,
P005,Tablet,Acessórios,,4,100,400.0,
P001,Tablet,Eletrônicos,2023-11-05,4,2000,8000.0,
P002,Tablet,Eletrônicos,2023-11-05,2,3500,7000.0,
P005,Tablet,Acessórios,2023-11-05,3,100,300.0,
P003,Tablet,Eletrônicos,2023-11-05,4,1500,6000.0,2023-08488
P003,Tablet,Eletrônicos,2023-11-05,2,1500,3000.0,
P003,Tablet,Eletrônicos,2023-11-05,4,1500,6000.0,2023-08490
P002,Tablet,Eletrônicos,2023-11-05,1,3500,3500.0,2023-08491
P001,Tablet,Eletrônicos,2023-11-06,2,2000,4000.0,2023-08492
P003,Tablet,Eletrônicos,2023-11-06,2,1500,3000.0,
P003,Tablet,Eletrônicos,2023-11-06,4,1500,6000.0,
P002,Tablet,Eletrônicos,2023-11-06,3,3500,,
P002,Tablet,Eletrônicos,2023-11-06,2,3500,7000.0,2023-08496
P001,Tablet,Eletrônicos,2023-11-06,3,2000,6000.0,
P004,Tablet,Acessórios,2023-11-06,1,50,,
P004,Tablet,Acessórios,2023-11-06,4,50,200.0,
P005,Tablet,Acessórios,2023-11-06,3,100,300.0,2023-08500
P004,Tablet,Acessórios,2023-11-06,2,50,100.0,
P004,Tablet,Acessórios,,2,50,,
P003,Tablet,Eletrônicos,2023-11-06,1,1500,1500.0,
P001,Tablet,Eletrônicos,2023-11-06,4,2000,8000.0,
P004,Tablet,Acessórios,2023-11-07,3,50,150.0,
P004,Tablet,Acessórios,2023-11-07,4,50,200.0,
P004,Tablet,Acessórios,2023-11-07,4,50,200.0,
P005,Tablet,Acessórios,2023-11-07,1,100,100.0,2023-08508
P004,Tablet,Acessórios,2023-11-07,1,50,50.0,2023-08509
P001,Tablet,Eletrônicos,2023-11-07,4,2000,8000.0,
P004,Tablet,Acessórios,2023-11-07,5,50,250.0,2023-08511
P002,Tablet,Eletrônicos,2023-11-07,-2,3500,,
P002,Tablet,Eletrônicos,2023-11-07,1,3500,,2023-08513
P003,Tablet,Eletrônicos,2023-11-07,3,1500,4500.0,
P005,Tablet,Acessórios,2023-11-07,1,100,100.0,2023-08515
P005,Tablet,Acessórios,2023-11-07,1,100,100.0,
P005,Tablet,Acessórios,2023-11-07,2,100,200.0,
P004,Tablet,Acessórios,2023-11-07,2,50,100.0,
P004,Tablet,Acessórios,2023-11-07,3,50,150.0,2023-08519
P004,Tablet,Acessórios,2023-11-07,4,50,200.0,
P004,Tablet,Acessórios,2023-11-07,-4,50,200.0,2023-08521
P002,Tablet,Eletrônicos,2023-11-07,4,3500,14000.0,
P001,Tablet,Eletrônicos,2023-11-07,3,2000,6000.0,2023-08523
P005,Tablet,Acessórios,2023-11-07,5,100,500.0,
P001,Tablet,Eletrônicos,2023-11-07,1,2000,2000.0,2023-08525
P001,Tablet,Eletrônicos,2023-11-08,5,2000,10000.0,
P005,Tablet,Acessórios,2023-11-08,3,100,300.0,
P004,Tablet,Acessórios,2023-11-08,3,50,150.0,
P005,Tablet,Acessórios,2023-11-08,4,100,400.0,
P005,Tablet,Acessórios,2023-11-08,4,100,400.0,2023-08530
P001,Tablet,Eletrônicos,2023-11-08,4,2000,8000.0,2023-08531
P001,Tablet,Eletrônicos,2023-11-08,2,2000,,
P002,Tablet,Eletrônicos,2023-11-08,2,3500,7000.0,2023-08533
P003,Tablet,Eletrônicos,2023-11-08,2,1500,3000.0,
P003,Tablet,Eletrônicos,2023-11-08,3,1500,4500.0,
P005,Tablet,Acessórios,2023-11-08,1,100,100.0,2023-08536
P005,Tablet,Acessórios,2023-11-08,2,100,200.0,
P004,Tablet,Acessórios,2023-11-08,1,50,50.0,2023-08538
P004,Tablet,Acessórios,2023-11-08,2,50,100.0,
P004,Tablet,Acessórios,2023-11-08,4,50,200.0,2023-08540
P004,Tablet,Acessórios,2023-11-08,1,50,50.0,
P003,Tablet,Eletrônicos,2023-11-08,3,1500,4500.0,
P004,Tablet,Acessórios,2023-11-08,1,50,50.0,
P003,Tablet,Eletrônicos,2023-11-08,3,1500,4500.0,2023-08544
P004,Tablet,Acessórios,2023-11-08,-3,50,150.0,
P004,Tablet,Acessórios,2023-11-08,2,50,100.0,
P005,Tablet,Acessórios,2023-11-08,1,100,100.0,2023-08547
P003,Tablet,Eletrônicos,2023-11-09,5,1500,7500.0,
P004,Tablet,Acessórios,2023-11-09,1,50,50.0,
P005,Tablet,Acessórios,2023-11-09,4,100,400.0,
P004,Tablet,Acessórios,2023-11-09,3,50,150.0,
P004,Tablet,Acessórios,2023-11-09,3,50,150.0,
P004,Tablet,Acessórios,2023-11-09,5,50,250.0,
P005,Tablet,Acessórios,2023-11-09,5,100,500.0,2023-08554
P001,Tablet,Eletrônicos,2023-11-09,1,2000,2000.0,
P001,Tablet,Eletrônicos,,1,2000,2000.0,
P004,Tablet,Acessórios,2023-11-09,1,50,50.0,
P004,Tablet,Acessórios,2023-11-09,3,50,150.0,
P004,Tablet,Acessórios,2023-11-09,3,50,150.0,
P002,Tablet,Eletrônicos,2023-11-09,4,3500,14000.0,
P002,Tablet,Eletrônicos,2023-11-09,4,3500,14000.0,
P003,Tablet,Eletrônicos,,3,1500,,2023-08562
P004,Tablet,Acessórios,2023-11-09,5,50,250.0,
P003,Tablet,Eletrônicos,2023-11-09,3,1500,4500.0,
P001,Tablet,Eletrônicos,2023-11-09,2,2000,4000.0,
P003,Tablet,Eletrônicos,,4,1500,6000.0,
P004,Tablet,Acessórios,2023-11-09,4,50,200.0,
P005,Tablet,Acessórios,2023-11-09,3,100,300.0,
P002,Tablet,Eletrônicos,2023-11-09,2,3500,7000.0,
P001,Tablet,Eletrônicos,,3,2000,6000.0,
P004,Tablet,Acessórios,2023-11-09,5,50,,2023-08571
P001,Tablet,Eletrônicos,2023-11-09,2,2000,4000.0,
P005,Tablet,Acessórios,2023-11-09,1,100,100.0,2023-08573
P002,Tablet,Eletrônicos,2023-11-09,2,3500,7000.0,2023-08574
P002,Tablet,Eletrônicos,2023-11-09,5,3500,17500.0,
P001,Tablet,Eletrônicos,,5,2000,10000.0,
P003,Tablet,Eletrônicos,,3,1500,4500.0,2023-08577
P004,Tablet,Acessórios,2023-11-10,3,50,150.0,2023-08578
P002,Tablet,Eletrônicos,2023-11-10,4,3500,14000.0,
P003,Tablet,Eletrônicos,2023-11-10,2,1500,,
P005,Tablet,Acessórios,2023-11-10,4,100,400.0,2023-08581
P001,Tablet,Eletrônicos,2023-11-10,5,2000,10000.0,
P003,Tablet,Eletrônicos,,4,1500,6000.0,
P002,Tablet,Eletrônicos,2023-11-10,3,3500,10500.0,
P004,Tablet,Acessórios,2023-11-10,5,50,250.0,2023-08585
P002,Tablet,Eletrônicos,2023-11-10,5,3500,17500.0,
P004,Tablet,Acessórios,2023-11-10,2,50,100.0,
P004,Tablet,Acessórios,2023-11-10,4,50,200.0,2023-08588
P004,Tablet,Acessórios,2023-11-10,4,50,,
P004,Tablet,Acessórios,2023-11-10,3,50,150.0,
P002,Tablet,Eletrônicos,2023-11-10,3,3500,10500.0,
P001,Tablet,Eletrônicos,2023-11-10,5,2000,10000.0,
P001,Tablet,Eletrônicos,2023-11-10,2,2000,4000.0,2023-08593
P003,Tablet,Eletrônicos,2023-11-10,1,1500,1500.0,
P004,Tablet,Acessórios,2023-11-10,5,50,250.0,
P003,Tablet,Eletrônicos,2023-11-10,1,1500,1500.0,2023-08596
P001,Tablet,Eletrônicos,2023-11-10,1,2000,2000.0,2023-08597
P001,Tablet,Eletrônicos,2023-11-10,5,2000,10000.0,2023-08598
P003,Tablet,Eletrônicos,2023-11-10,1,1500,1500.0,
P005,Tablet,Acessórios,2023-11-10,3,100,300.0,2023-08600
P001,Tablet,Eletrônicos,2023-11-11,1,2000,2000.0,
P004,Tablet,Acessórios,2023-11-11,5,50,250.0,2023-08602
P005,Tablet,Acessórios,2023-11-11,2,100,200.0,
P001,Tablet,Eletrônicos,2023-11-11,3,2000,,
P002,Tablet,Eletrônicos,2023-11-11,1,3500,3500.0,
P003,Tablet,Eletrônicos,2023-11-11,3,1500,4500.0,2023-08606
P001,Tablet,Eletrônicos,,3,2000,,
P002,Tablet,Eletrônicos,2023-11-11,3,3500,10500.0,
P005,Tablet,Acessórios,2023-11-11,5,100,500.0,
P004,Tablet,Acessórios,,5,50,250.0,2023-08610
P005,Tablet,Acessórios,2023-11-11,5,100,500.0,2023-08611
P002,Tablet,Eletrônicos,2023-11-11,2,3500,7000.0,
P001,Tablet,Eletrônicos,2023-11-11,2,2000,4000.0,
P001,Tablet,Eletrônicos,2023-11-11,2,2000,4000.0,
P005,Tablet,Acessórios,,5,100,,
P002,Tablet,Eletrônicos,2023-11-11,1,3500,3500.0,
P005,Tablet,Acessórios,2023-11-11,-1,100,100.0,
P002,Tablet,Eletrônicos,2023-11-11,2,3500,7000.0,
P001,Tablet,Eletrônicos,2023-11-11,-1,2000,2000.0,2023-08619
P001,Tablet,Eletrônicos,2023-11-11,2,2000,4000.0,
P003,Tablet,Eletrônicos,2023-11-11,1,1500,1500.0,2023-08621
P004,Tablet,Acessórios,,5,50,250.0,
P004,Tablet,Acessórios,2023-11-11,1,50,50.0,2023-08623
P002,Tablet,Eletrônicos,,-5,3500,17500.0,
P001,Tablet,Eletrônicos,2023-11-11,2,2000,4000.0,
P002,Tablet,Eletrônicos,2023-11-11,4,3500,14000.0,2023-08626
P002,Tablet,Eletrônicos,2023-11-11,2,3500,7000.0,
P005,Tablet,Acessórios,2023-11-11,2,100,200.0,2023-08628
P003,Tablet,Eletrônicos,2023-11-11,3,1500,4500.0,
P002,Tablet,Eletrônicos,2023-11-11,3,3500,10500.0,2023-08630
P002,Tablet,Eletrônicos,2023-11-11,4,3500,14000.0,
P003,Tablet,Eletrônicos,2023-11-11,5,1500,,
P003,Tablet,Eletrônicos,2023-11-11,4,1500,6000.0,
P004,Tablet,Acessórios,2023-11-12,4,50,200.0,2023-08634
P004,Tablet,Acessórios,2023-11-12,5,50,250.0,
P003,Tablet,Eletrônicos,2023-11-12,1,1500,1500.0,
P003,Tablet,Eletrônicos,2023-11-12,2,1500,,2023-08637
P001,Tablet,Eletrônicos,2023-11-12,1,2000,2000.0,
P005,Tablet,Acessórios,2023-11-12,1,100,100.0,
P002,Tablet,Eletrônicos,2023-11-12,5,3500,17500.0,
P002,Tablet,Eletrônicos,2023-11-12,1,3500,3500.0,2023-08641
P005,Tablet,Acessórios,2023-11-12,3,100,,
P004,Tablet,Acessórios,2023-11-12,-3,50,150.0,2023-08643
P001,Tablet,Eletrônicos,2023-11-12,1,2000,2000.0,
P002,Tablet,Eletrônicos,2023-11-12,3,3500,10500.0,
P003,Tablet,Eletrônicos,2023-11-12,-2,1500,3000.0,2023-08646
P004,Tablet,Acessórios,2023-11-12,2,50,100.0,
P002,Tablet,Eletrônicos,2023-11-12,2,3500,,
P004,Tablet,Acessórios,2023-11-12,5,50,250.0,
P004,Tablet,Acessórios,2023-11-12,1,50,50.0,
